Site	Tree	Fruit	Tree_Lat	Tree_Lon	Foundress_Pollinators	Poll	SO1	SO2	LO1	Het1	Het2	Aepoc	Physo
S158	T29	F15	29.26468	-114.02277	1	37	3	10	27	0	0	1	0
S158	T29	F16	29.26468	-114.02277	4	74	0	18	68	0	1	0	0
S158	T29	F17	29.26468	-114.02277	1	13	3	9	33	0	0	0	0
S158	T29	F18	29.26468	-114.02277	1	0	5	0	11	2	0	0	0
S158	T29	F19	29.26468	-114.02277	0	0	0	8	35	0	0	0	2
S158	T29	F20	29.26468	-114.02277	1	6	3	20	7	1	0	0	0
S158	T29	F21	29.26468	-114.02277	1	19	0	0	9	1	0	0	1
S158	T29	F22	29.26468	-114.02277	1	43	0	11	4	0	0	1	0
S158	T29	F23	29.26468	-114.02277	1	3	0	4	8	0	0	0	0
S158	T29	F24	29.26468	-114.02277	1	0	0	0	13	0	0	0	0
S158	T29	F25	29.26468	-114.02277	0	0	0	1	7	2	0	0	0
S158	T29	F26	29.26468	-114.02277	1	24	11	9	18	0	0	0	0
S158	T29	F27	29.26468	-114.02277	2	19	1	3	24	3	0	1	0
S158	T29	F28	29.26468	-114.02277	2	0	0	2	24	0	0	0	0
S158	T29	F29	29.26468	-114.02277	2	30	6	1	20	0	0	0	0
S158	T29	F30	29.26468	-114.02277	1	27	0	0	11	1	0	0	0
S158	T29	F31	29.26468	-114.02277	1	4	0	2	7	0	3	0	0
S158	T29	F32	29.26468	-114.02277	0	0	0	0	13	0	0	0	0
S158	T29	F33	29.26468	-114.02277	1	1	0	0	11	0	0	1	1
S158	T29	F34	29.26468	-114.02277	1	57	10	0	0	0	0	0	0
S158	T29	F35	29.26468	-114.02277	1	58	0	0	0	0	0	0	1
S158	T29	F36	29.26468	-114.02277	1	6	1	1	0	0	0	0	3
S158	T29	F37	29.26468	-114.02277	1	48	0	1	12	0	1	0	0
S158	T29	F38	29.26468	-114.02277	1	1	0	2	0	0	0	0	0
S158	T29	F39	29.26468	-114.02277	1	19	0	1	0	0	0	0	0
S158	T29	F40	29.26468	-114.02277	1	23	0	0	0	0	0	0	0
S158	T29	F41	29.26468	-114.02277	1	0	0	0	27	1	0	0	1
S158	T29	F42	29.26468	-114.02277	1	4	0	0	14	0	0	0	0
S158	T29	F43	29.26468	-114.02277	0	0	0	1	0	0	0	0	1
S158	T29	F44	29.26468	-114.02277	0	0	1	0	0	0	0	3	0
S158	T29	F45	29.26468	-114.02277	2	23	0	1	0	0	0	0	1
S158	T29	F46	29.26468	-114.02277	0	0	0	0	3	1	0	0	0
S158	T29	F47	29.26468	-114.02277	1	0	0	0	0	0	0	0	2
S158	T29	F48	29.26468	-114.02277	1	0	0	0	0	0	0	0	0
